,name,price,km,fuel_type,location
18358,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
18359,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
18360,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
18361,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
18362,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
18363,2017 Hyundai Elite i20 Sportz 1.2,"₹5,75,000","63,000 KMs",Petrol,Muzaffurpur
18364,2020 Kia Seltos HTK Plus 1.5 [2019-2020],"₹12,75,000","24,196 KMs",Petrol,Hyderabad
18365,2015 Renault Duster 85 PS RxL Diesel (Opt),"₹6,64,999","87,754 KMs",Diesel,Mumbai
18366,2012 Mahindra XUV500 W8,"₹5,11,000","82,249 KMs",Diesel,Mumbai
18367,2017 Audi A4 35 TDI Technology,"₹32,50,000","36,000 KMs",Diesel,Chennai
18368,2017 Mahindra Thar CRDe 4x4 AC,"₹7,81,000","24,000 KMs",Diesel,Pune
18369,2015 Renault Kwid RXT [2015-2019],"₹2,95,001","34,216 KMs",Petrol,Jamshedpur
18370,2015 Maruti Suzuki Ertiga Vxi,"₹6,65,000","39,200 KMs",Petrol,Mumbai
18371,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
18372,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
18373,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
18374,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
18375,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
18376,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
18377,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
18378,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
18379,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
18380,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
18381,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
18382,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
18383,2019 BMW 3 Series 320d Luxury Line,"₹32,50,000","40,440 KMs",Diesel,Mumbai
18384,2021 Mahindra Marazzo M6 Plus 7 STR,"₹14,00,000","28,495 KMs",Diesel,Mumbai
18385,2018 Tata Hexa XT 4x2 7 STR,"₹12,60,000","49,888 KMs",Diesel,Mumbai
18386,2018 Maruti Suzuki Swift ZDi Plus,"₹7,94,999","58,171 KMs",Diesel,Mumbai
18387,2017 Hyundai Xcent E Plus CRDi,"₹5,10,000","46,765 KMs",Diesel,Lucknow
18388,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
18389,2015 Maruti Suzuki Ertiga Vxi CNG,"₹6,50,000","68,154 KMs",CNG,Delhi
18390,2014 Maruti Suzuki Swift VXi,"₹4,45,000","67,206 KMs",Petrol,Chennai
18391,2013 Maruti Suzuki Wagon R 1.0 VXi,"₹3,45,000","68,827 KMs",Petrol,Chennai
18392,2019 Honda Jazz VX Petrol,"₹7,20,000","11,633 KMs",Petrol,Chennai
18393,2021 Mercedes-Benz C-Class C 220d Progressive [2018-2019],"₹51,00,000","7,671 KMs",Diesel,Mumbai
18394,2020 Maruti Suzuki S-Cross Delta,"₹8,50,000","19,000 KMs",Petrol,Pune
18395,2018 Honda City V Diesel,"₹8,50,000","84,800 KMs",Diesel,Pune
18396,2021 Nissan Magnite XE,"₹6,10,000","9,468 KMs",Petrol,Kanpur
18397,2009 Honda City 1.5 S AT,"₹3,65,000","70,829 KMs",Petrol,Pune
18398,2015 Toyota Etios Liva GD,"₹4,99,999","92,000 KMs",Diesel,Salem
18399,2016 Maruti Suzuki Swift VXi [2014-2017],"₹5,11,000","61,100 KMs",Petrol,Vadodara
18400,2012 Maruti Suzuki Swift DZire VXI,"₹3,75,000","49,730 KMs",Petrol,Jamshedpur
18401,2020 Tata Altroz XZ (O) Petrol,"₹8,25,000","40,000 KMs",Petrol,Bangalore
18402,2020 Maruti Suzuki Vitara Brezza ZDi,"₹9,95,000","58,000 KMs",Diesel,Jalandhar
18403,2018 Maruti Suzuki Baleno Alpha Automatic,"₹8,25,000","10,486 KMs",Petrol,Pune
18404,2021 Jeep Compass 80 Anniversary 1.4 Petrol DCT,"₹26,00,000","8,888 KMs",Petrol,Mumbai
18405,2021 MINI Cooper JCW Hatchback,"₹45,00,000","2,308 KMs",Petrol,Mumbai
18406,2018 Honda Jazz VX CVT Petrol,"₹7,95,000","22,673 KMs",Petrol,Mumbai
18407,2017 Mahindra KUV100 K4 D 5 STR,"₹4,75,000","33,888 KMs",Diesel,Chennai
18408,2016 Hyundai Grand i10 Sports Edition 1.1 CRDi,"₹4,85,000","62,429 KMs",Diesel,Kanpur
18409,2015 Maruti Suzuki Swift VDi,"₹5,65,000","49,208 KMs",Diesel,Chennai
18410,2014 Mahindra XUV500 W8,"₹7,49,999","63,305 KMs",Diesel,Mumbai
18411,2015 Renault Duster 85 PS RxL Diesel (Opt),"₹6,64,999","87,754 KMs",Diesel,Mumbai
18412,2019 Hyundai Santro Era Executive [2019-2020],"₹4,90,000","11,802 KMs",Petrol,Kanpur
18413,2019 Mercedes-Benz CLA 200 Petrol Sport,"₹32,50,000","24,028 KMs",Petrol,Mumbai
18414,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
18415,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
18416,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
18417,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
18418,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
18419,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
18420,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
18421,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
18422,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
18423,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
18424,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
18425,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
18426,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
18427,2014 Skoda Superb Elegance 2.0 TDI CR AT,"₹12,95,000","1,20,000 KMs",Diesel,Bangalore
18428,2021 Kia Sonet HTK 1.5 [2020-2021],"₹11,00,000","15,873 KMs",Diesel,Hyderabad
18429,2018 Maruti Suzuki Vitara Brezza ZDi AGS,"₹8,25,000","1,17,000 KMs",Diesel,Vadodara
18430,2015 Audi A3 35 TDI Premium,"₹17,50,000","71,350 KMs",Diesel,Pune
18431,2015 Land Rover Range Rover Evoque Dynamic SD4,"₹30,50,000","25,700 KMs",Diesel,Delhi
18432,2022 BMW X7 xDrive40i M Sport,"₹1,32,00,000","9,000 KMs",Petrol,Delhi
18433,2022 Mahindra Thar LX 4-STR Hard Top Petrol MT,"₹16,00,000","2,900 KMs",Petrol,Delhi
18434,2013 Mahindra XUV500 W8 [2015-2017],"₹5,25,000","75,000 KMs",Diesel,Varanasi
18435,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
18436,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
18437,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
18438,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
18439,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
18440,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
18441,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
18442,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
18443,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
18444,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
18445,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
18446,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
18447,2019 BMW 3 Series 320d Luxury Line,"₹32,50,000","40,440 KMs",Diesel,Mumbai
18448,2021 Mahindra Marazzo M6 Plus 7 STR,"₹14,00,000","28,495 KMs",Diesel,Mumbai
18449,2018 Tata Hexa XT 4x2 7 STR,"₹12,60,000","49,888 KMs",Diesel,Mumbai
18450,2018 Maruti Suzuki Swift ZDi Plus,"₹7,94,999","58,171 KMs",Diesel,Mumbai
18451,2017 Hyundai Xcent E Plus CRDi,"₹5,10,000","46,765 KMs",Diesel,Lucknow
18452,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
18453,2015 Maruti Suzuki Ertiga Vxi CNG,"₹6,50,000","68,154 KMs",CNG,Delhi
18454,2014 Maruti Suzuki Swift VXi,"₹4,45,000","67,206 KMs",Petrol,Chennai
18455,2013 Maruti Suzuki Wagon R 1.0 VXi,"₹3,45,000","68,827 KMs",Petrol,Chennai
18456,2019 Honda Jazz VX Petrol,"₹7,20,000","11,633 KMs",Petrol,Chennai
18457,2021 Mercedes-Benz C-Class C 220d Progressive [2018-2019],"₹51,00,000","7,671 KMs",Diesel,Mumbai
18458,2020 Maruti Suzuki S-Cross Delta,"₹8,50,000","19,000 KMs",Petrol,Pune
18459,2015 Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],"₹4,65,000","7,000 KMs",Petrol,Pune
18460,2021 Hyundai Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,"₹7,00,000","30,000 KMs",Petrol,Vijaywada
18461,2015 Maruti Suzuki Ertiga Vxi,"₹6,65,000","39,200 KMs",Petrol,Mumbai
18462,2021 Tata Safari XZ Plus New,"₹20,59,000","11,000 KMs",Diesel,Mumbai
18463,2009 Honda City 1.5 S AT,"₹3,65,000","70,829 KMs",Petrol,Pune
18464,2021 Toyota Urban Cruiser High Grade MT,"₹9,00,000","11,037 KMs",Petrol,Kolkata
18465,2015 Hyundai Elite i20 Sportz 1.2,"₹5,25,000","58,000 KMs",Petrol,Pune
18466,2017 Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],"₹5,25,000","42,449 KMs",Petrol,Pune
18467,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
18468,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
18469,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
18470,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
18471,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
18472,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
18473,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
18474,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
18475,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
18476,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
18477,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
18478,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
18479,2019 BMW 3 Series 320d Luxury Line,"₹32,50,000","40,440 KMs",Diesel,Mumbai
18480,2021 Mahindra Marazzo M6 Plus 7 STR,"₹14,00,000","28,495 KMs",Diesel,Mumbai
18481,2018 Tata Hexa XT 4x2 7 STR,"₹12,60,000","49,888 KMs",Diesel,Mumbai
18482,2018 Maruti Suzuki Swift ZDi Plus,"₹7,94,999","58,171 KMs",Diesel,Mumbai
18483,2017 Hyundai Xcent E Plus CRDi,"₹5,10,000","46,765 KMs",Diesel,Lucknow
18484,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
18485,2015 Maruti Suzuki Ertiga Vxi CNG,"₹6,50,000","68,154 KMs",CNG,Delhi
18486,2014 Maruti Suzuki Swift VXi,"₹4,45,000","67,206 KMs",Petrol,Chennai
18487,2013 Maruti Suzuki Wagon R 1.0 VXi,"₹3,45,000","68,827 KMs",Petrol,Chennai
18488,2019 Honda Jazz VX Petrol,"₹7,20,000","11,633 KMs",Petrol,Chennai
18489,2021 Mercedes-Benz C-Class C 220d Progressive [2018-2019],"₹51,00,000","7,671 KMs",Diesel,Mumbai
18490,2020 Maruti Suzuki S-Cross Delta,"₹8,50,000","19,000 KMs",Petrol,Pune
18491,2013 Hyundai i20 Sportz 1.2 IVT,"₹4,45,000","1,30,848 KMs",Petrol,Nashik
18492,2019 Maruti Suzuki Ignis Delta 1.2 AMT,"₹5,35,000","38,386 KMs",Petrol,Gurgaon
18493,2019 Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,"₹5,60,000","14,670 KMs",Petrol,Bhopal
18494,2019 Honda City VX CVT,"₹11,35,000","45,648 KMs",Petrol,Gurgaon
18495,2017 BMW X3 20d M Sport,"₹44,00,000","64,246 KMs",Diesel,Hyderabad
18496,2018 Tata Nexon XT [2017-2019],"₹5,85,000","33,821 KMs",Petrol,Ranchi
18497,2020 Mercedes-Benz GLE 300d 4MATIC LWB,"₹89,00,000","30,000 KMs",Diesel,Pune
18498,2018 Audi Q5 35 TDI Premium Plus,"₹45,00,000","74,500 KMs",Diesel,Goa
18499,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
18500,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
18501,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
18502,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
18503,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
18504,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
18505,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
18506,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
18507,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
18508,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
18509,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
18510,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
18511,2019 BMW 3 Series 320d Luxury Line,"₹32,50,000","40,440 KMs",Diesel,Mumbai
18512,2021 Mahindra Marazzo M6 Plus 7 STR,"₹14,00,000","28,495 KMs",Diesel,Mumbai
18513,2018 Tata Hexa XT 4x2 7 STR,"₹12,60,000","49,888 KMs",Diesel,Mumbai
18514,2018 Maruti Suzuki Swift ZDi Plus,"₹7,94,999","58,171 KMs",Diesel,Mumbai
18515,2017 Hyundai Xcent E Plus CRDi,"₹5,10,000","46,765 KMs",Diesel,Lucknow
18516,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
18517,2015 Maruti Suzuki Ertiga Vxi CNG,"₹6,50,000","68,154 KMs",CNG,Delhi
18518,2014 Maruti Suzuki Swift VXi,"₹4,45,000","67,206 KMs",Petrol,Chennai
18519,2013 Maruti Suzuki Wagon R 1.0 VXi,"₹3,45,000","68,827 KMs",Petrol,Chennai
18520,2019 Honda Jazz VX Petrol,"₹7,20,000","11,633 KMs",Petrol,Chennai
18521,2021 Mercedes-Benz C-Class C 220d Progressive [2018-2019],"₹51,00,000","7,671 KMs",Diesel,Mumbai
18522,2020 Maruti Suzuki S-Cross Delta,"₹8,50,000","19,000 KMs",Petrol,Pune
18523,2015 Toyota Etios Liva GD,"₹4,99,999","92,000 KMs",Diesel,Salem
18524,2019 Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,"₹5,60,000","14,670 KMs",Petrol,Bhopal
18525,2018 Tata Tiago Revotron XZA,"₹5,25,000","52,664 KMs",Petrol,Chennai
18526,2020 Honda WR-V VX MT Diesel,"₹13,00,000","24,000 KMs",Diesel,Pune
18527,2021 Maruti Suzuki Vitara Brezza ZXi Plus,"₹10,90,000","12,193 KMs",Petrol,Kalyan
18528,2014 Toyota Innova 2.5 G 8 STR BS-IV,"₹9,45,000","84,000 KMs",Diesel,Mumbai
18529,2014 Maruti Suzuki Wagon R 1.0 VXI,"₹3,40,000","1,04,506 KMs",Petrol,Chennai
18530,2019 Mahindra Scorpio 2021 S3 2WD 7 STR,"₹11,20,000","23,000 KMs",Diesel,Hyderabad
18531,2018 Maruti Suzuki Baleno Alpha Automatic,"₹8,25,000","10,486 KMs",Petrol,Pune
18532,2021 Jeep Compass 80 Anniversary 1.4 Petrol DCT,"₹26,00,000","8,888 KMs",Petrol,Mumbai
18533,2021 MINI Cooper JCW Hatchback,"₹45,00,000","2,308 KMs",Petrol,Mumbai
18534,2018 Honda Jazz VX CVT Petrol,"₹7,95,000","22,673 KMs",Petrol,Mumbai
18535,2017 Mahindra KUV100 K4 D 5 STR,"₹4,75,000","33,888 KMs",Diesel,Chennai
18536,2016 Hyundai Grand i10 Sports Edition 1.1 CRDi,"₹4,85,000","62,429 KMs",Diesel,Kanpur
18537,2015 Maruti Suzuki Swift VDi,"₹5,65,000","49,208 KMs",Diesel,Chennai
18538,2014 Mahindra XUV500 W8,"₹7,49,999","63,305 KMs",Diesel,Mumbai
18539,2015 Renault Duster 85 PS RxL Diesel (Opt),"₹6,64,999","87,754 KMs",Diesel,Mumbai
18540,2019 Hyundai Santro Era Executive [2019-2020],"₹4,90,000","11,802 KMs",Petrol,Kanpur
18541,2019 Mercedes-Benz CLA 200 Petrol Sport,"₹32,50,000","24,028 KMs",Petrol,Mumbai
18542,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
18543,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
18544,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
18545,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
18546,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
18547,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
18548,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
18549,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
18550,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
18551,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
18552,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
18553,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
18554,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
18555,2017 Maruti Suzuki S-Cross Sigma 1.3,"₹7,80,000","52,879 KMs",Diesel,Bhopal
18556,2017 Maruti Suzuki Wagon R 1.0 VXI AMT,"₹4,75,000","48,000 KMs",Petrol,Vadodara
18557,2017 Mahindra Thar CRDe 4x4 AC,"₹7,81,000","24,000 KMs",Diesel,Pune
18558,2017 Honda WR-V S MT Diesel,"₹7,95,000","37,179 KMs",Diesel,Jaipur
18559,2015 Hyundai Xcent SX 1.2 (O),"₹4,99,000","51,000 KMs",Petrol,Mumbai
18560,2011 Hyundai i20 Sportz 1.4 CRDI,"₹2,98,000","1,09,967 KMs",Diesel,Bhopal
18561,2014 Fiat Punto Evo Active Multijet 1.3 [2014-2016],"₹1,90,000","52,000 KMs",Diesel,Ahmedabad
18562,2021 Hyundai Verna SX 1.5 VTVT IVT,"₹13,25,000","8,900 KMs",Petrol,Mumbai
18563,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
18564,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
18565,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
18566,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
18567,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
18568,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
18569,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
18570,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
18571,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
18572,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
18573,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
18574,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
18575,2019 BMW 3 Series 320d Luxury Line,"₹32,50,000","40,440 KMs",Diesel,Mumbai
18576,2021 Mahindra Marazzo M6 Plus 7 STR,"₹14,00,000","28,495 KMs",Diesel,Mumbai
18577,2018 Tata Hexa XT 4x2 7 STR,"₹12,60,000","49,888 KMs",Diesel,Mumbai
18578,2018 Maruti Suzuki Swift ZDi Plus,"₹7,94,999","58,171 KMs",Diesel,Mumbai
18579,2017 Hyundai Xcent E Plus CRDi,"₹5,10,000","46,765 KMs",Diesel,Lucknow
18580,2018 Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],"₹19,75,000","19,806 KMs",Diesel,Mumbai
18581,2015 Maruti Suzuki Ertiga Vxi CNG,"₹6,50,000","68,154 KMs",CNG,Delhi
18582,2014 Maruti Suzuki Swift VXi,"₹4,45,000","67,206 KMs",Petrol,Chennai
18583,2013 Maruti Suzuki Wagon R 1.0 VXi,"₹3,45,000","68,827 KMs",Petrol,Chennai
18584,2019 Honda Jazz VX Petrol,"₹7,20,000","11,633 KMs",Petrol,Chennai
18585,2021 Mercedes-Benz C-Class C 220d Progressive [2018-2019],"₹51,00,000","7,671 KMs",Diesel,Mumbai
18586,2020 Maruti Suzuki S-Cross Delta,"₹8,50,000","19,000 KMs",Petrol,Pune
18587,2021 Jeep Compass 80 Anniversary 1.4 Petrol DCT,"₹26,00,000","8,888 KMs",Petrol,Mumbai
18588,2021 Hyundai Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,"₹7,00,000","30,000 KMs",Petrol,Vijaywada
18589,2019 Mercedes-Benz C-Class C 200 Prime,"₹42,50,000","14,700 KMs",Petrol,Mumbai
18590,2016 Toyota Innova 2.5 G BS IV 7 STR,"₹11,00,000","87,128 KMs",Diesel,Mumbai
18591,2019 Hyundai Santro Magna [2018-2020],"₹5,20,000","54,379 KMs",Petrol,Pune
18592,2016 Mahindra Scorpio S10,"₹11,00,000","75,000 KMs",Diesel,Patna
18593,2018 Hyundai Tucson GL 2WD AT Diesel,"₹22,00,000","13,000 KMs",Diesel,Pune
18594,2016 Hyundai Creta 1.6 SX Plus AT,"₹10,80,000","81,899 KMs",Diesel,Pune
18595,2017 Hyundai Elite i20 Sportz 1.2,"₹5,90,000","60,864 KMs",Petrol,Chennai
18596,2016 Hyundai Creta SX Plus 1.6  Petrol,"₹8,90,000","55,330 KMs",Petrol,Mumbai
18597,2017 Maruti Suzuki Celerio X Zxi [2017-2019],"₹5,00,000","37,247 KMs",Petrol,Aurangabad
18598,2019 Tata Tiago Revotron XZ w/o Alloy [2018-2019],"₹4,65,000","35,896 KMs",Petrol,Lucknow
18599,2016 Honda Amaze 1.2 VX i-VTEC,"₹5,90,000","24,382 KMs",Petrol,Mumbai
18600,2017 Honda Jazz SV Petrol,"₹5,90,000","63,675 KMs",Petrol,Chennai
18601,2019 Hyundai Santro Sportz [2018-2020],"₹5,10,000","27,305 KMs",Petrol,Kanpur
18602,2017 Mercedes-Benz C-Class C 200 Avantgarde,"₹30,50,000","32,060 KMs",Petrol,Mumbai
18603,2018 Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,"₹8,60,000","54,314 KMs",Petrol,Pune
18604,2018 Mercedes-Benz GLA 200 d Sport,"₹29,50,000","24,811 KMs",Diesel,Mumbai
18605,2017 Maruti Suzuki Swift Dzire ZDI AMT,"₹6,94,999","81,294 KMs",Diesel,Mumbai
18606,2019 Mercedes-Benz GLE 250 d,"₹57,50,000","58,239 KMs",Diesel,Mumbai
18607,2019 BMW 3 Series 320d Luxury Line,"₹32,50,000","40,440 KMs",Diesel,Mumbai
18608,2021 Mahindra Marazzo M6 Plus 7 STR,"₹14,00,000","28,495 KMs",Diesel,Mumbai
18609,2018 Tata Hexa XT 4x2 7 STR,"₹12,60,000","49,888 KMs",Diesel,Mumbai
18610,2018 Maruti Suzuki Swift ZDi Plus,"₹7,94,999","58,171 KMs",Diesel,Mumbai
